Course,Section,Instructor,Day,Time,Units,TAs,NULL
002A,A01,,FMW,800-850,2,1,0
,,,M,1310-1600,W,1810-1900,2,1,0
002A,A02,,FMW,800-850,2,1,0
,,,F,1710-1800,M,1610-1900,2,1,0
002A,A03,,FMW,800-850,2,1,0
,,,M,1910-2200,R,1810-1900,2,1,0
002A,A04,,FMW,800-850,2,1,0
,,,R,800-850,T,900-1150,2,1,0
002A,A05,,FMW,800-850,2,1,0
,,,T,1310-1600,W,1810-1900,2,1,0
002A,A06,,FMW,800-850,2,1,0
,,,M,1810-1900,T,1910-2200,2,1,0
002A,A07,,FMW,800-850,2,1,0
,,,M,1710-1800,W,1310-1600,2,1,0
002A,A08,,FMW,800-850,2,1,0
,,,F,1310-1400,W,1610-1900,2,1,0
002A,A09,,FMW,800-850,2,1,0
,,,T,1810-1900,W,1910-2200,2,1,0
002A,A10,,FMW,800-850,2,1,0
,,,R,900-1150,R,1810-1900,2,1,0
002A,A11,,FMW,800-850,2,1,0
,,,R,1310-1600,T,1810-1900,2,1,0
002A,A12,,FMW,800-850,2,1,0
,,,R,1910-2200,W,1610-1700,2,1,0
002A,A13,,FMW,800-850,2,1,0
,,,M,1310-1600,W,1810-1900,2,1,0
002A,A14,,FMW,800-850,2,1,0
,,,F,1210-1300,M,1610-1900,2,1,0
002A,A15,,FMW,800-850,2,1,0
,,,M,1910-2200,R,1810-1900,2,1,0
002A,A16,,FMW,800-850,2,1,0
,,,M,1910-2000,R,1610-1900,2,1,0
002A,A17,,FMW,800-850,2,1,0
,,,M,1810-1900,T,1610-1900,2,1,0
002A,A18,,FMW,800-850,2,1,0
,,,M,1510-1600,T,1610-1900,2,1,0
002A,B01,,FMW,1710-1800,2,1,0
,,,R,1810-1900,T,900-1150,2,1,0
002A,B02,,FMW,1710-1800,2,1,0
,,,R,1710-1800,T,1310-1600,2,1,0
002A,B03,,FMW,1710-1800,2,1,0
,,,R,800-850,T,1910-2200,2,1,0
002A,B04,,FMW,1710-1800,2,1,0
,,,T,800-850,W,1310-1600,2,1,0
002A,B05,,FMW,1710-1800,2,1,0
,,,M,1310-1600,R,1910-2000,2,1,0
002A,B06,,FMW,1710-1800,2,1,0
,,,M,1310-1600,R,1810-1900,2,1,0
002A,B07,,FMW,1710-1800,2,1,0
,,,M,1910-2200,T,1610-1700,2,1,0
002A,B08,,FMW,1710-1800,2,1,0
,,,M,1910-2200,T,1910-2000,2,1,0
002A,B09,,FMW,1710-1800,2,1,0
,,,T,800-850,T,900-1150,2,1,0
002A,B10,,FMW,1710-1800,2,1,0
,,,R,1810-1900,T,900-1150,2,1,0
002A,B11,,FMW,1710-1800,2,1,0
,,,M,1810-1900,T,1310-1600,2,1,0
002A,B12,,FMW,1710-1800,2,1,0
,,,R,800-850,T,1310-1600,2,1,0
002A,B13,,FMW,1710-1800,2,1,0
,,,T,1610-1700,T,1910-2200,2,1,0
002A,B17,,FMW,1710-1800,2,1,0
,,,F,1410-1500,T,1610-1900,2,1,0
002A,B18,,FMW,1710-1800,2,1,0
,,,R,800-850,R,900-1150,2,1,0
002A,B19,,FMW,1710-1800,2,1,0
,,,F,1310-1600,M,1610-1700,2,1,0
002A,C01,,FMW,1410-1500,2,1,0
,,,T,2010-2100,W,1610-1900,2,1,0
002A,C02,,FMW,1410-1500,2,1,0
,,,F,1810-1900,W,1910-2200,2,1,0
002A,C03,,FMW,1410-1500,2,1,0
,,,R,800-850,R,900-1150,2,1,0
002A,C04,,FMW,1410-1500,2,1,0
,,,M,1810-1900,R,1310-1600,2,1,0
002A,C05,,FMW,1410-1500,2,1,0
,,,R,1910-2200,T,1810-1900,2,1,0
002A,C06,,FMW,1410-1500,2,1,0
,,,M,1610-1900,T,1910-2000,2,1,0
002A,C07,,FMW,1410-1500,2,1,0
,,,R,800-850,W,1610-1900,2,1,0
002A,C08,,FMW,1410-1500,2,1,0
,,,M,800-850,W,1910-2200,2,1,0
002A,C09,,FMW,1410-1500,2,1,0
,,,R,900-1150,T,800-850,2,1,0
002A,C10,,FMW,1410-1500,2,1,0
,,,R,1310-1600,W,800-850,2,1,0
002A,C11,,FMW,1410-1500,2,1,0
,,,R,1910-2200,T,1910-2000,2,1,0
002A,C12,,FMW,1410-1500,2,1,0
,,,M,1610-1900,T,2010-2100,2,1,0
002A,C13,,FMW,1410-1500,2,1,0
,,,W,800-850,W,1610-1900,2,1,0
002A,C14,,FMW,1410-1500,2,1,0
,,,T,800-850,W,1910-2200,2,1,0
002A,C15,,FMW,1410-1500,2,1,0
,,,M,1810-1900,R,900-1150,2,1,0
002A,C16,,FMW,1410-1500,2,1,0
,,,R,1310-1600,W,800-850,2,1,0
002A,C17,,FMW,1410-1500,2,1,0
,,,M,900-950,T,900-1150,2,1,0
002A,C18,,FMW,1410-1500,2,1,0
,,,M,1310-1400,T,1610-1900,2,1,0
002A,D01,,RT,730-850,2,1,0
,,,F,1310-1400,R,1910-2200,2,1,0
002A,D02,,RT,730-850,2,1,0
,,,M,1310-1600,W,800-850,2,1,0
002A,D03,,RT,730-850,2,1,0
,,,M,800-850,M,1610-1900,2,1,0
002A,D04,,RT,730-850,2,1,0
,,,M,1910-2200,W,800-850,2,1,0
002A,D05,,RT,730-850,2,1,0
,,,F,1310-1400,R,1610-1900,2,1,0
002A,D06,,RT,730-850,2,1,0
,,,M,1310-1400,T,1310-1600,2,1,0
002A,D07,,RT,730-850,2,1,0
,,,T,1910-2200,W,1810-1900,2,1,0
002A,D08,,RT,730-850,2,1,0
,,,M,1810-1900,W,1310-1600,2,1,0
002A,D09,,RT,730-850,2,1,0
,,,M,1810-1900,W,1610-1900,2,1,0
002A,D10,,RT,730-850,2,1,0
,,,W,1310-1400,W,1910-2200,2,1,0
002A,D11,,RT,730-850,2,1,0
,,,M,1610-1700,T,1610-1900,2,1,0
002A,D12,,RT,730-850,2,1,0
,,,R,1310-1600,T,1810-1900,2,1,0
002A,D13,,RT,730-850,2,1,0
,,,R,1910-2200,W,1810-1900,2,1,0
002A,D14,,RT,730-850,2,1,0
,,,R,1610-1900,R,1910-2000,2,1,0
002A,D15,,RT,730-850,2,1,0
,,,R,1610-1900,T,2010-2100,2,1,0
002A,D16,,RT,730-850,2,1,0
,,,M,1610-1700,R,1610-1900,2,1,0
002A,D17,,RT,730-850,2,1,0
,,,F,1310-1600,M,1610-1700,2,1,0
002A,D18,,RT,730-850,2,1,0
,,,F,1310-1600,M,1610-1700,2,1,0
002A,D19,,RT,730-850,2,1,0
,,,F,1310-1600,M,1710-1800,2,1,0
002B,A01,,RT,900-1020,2,1,0
,,,F,1310-1600,M,800-850,2,1,0
002B,A02,,RT,900-1020,2,1,0
,,,M,1610-1900,W,800-850,2,1,0
002B,A03,,RT,900-1020,2,1,0
,,,M,1310-1600,W,1810-1900,2,1,0
002B,A04,,RT,900-1020,2,1,0
,,,M,1610-1700,M,1910-2200,2,1,0
002B,A05,,RT,900-1020,2,1,0
,,,M,1710-1800,T,1310-1600,2,1,0
002B,A06,,RT,900-1020,2,1,0
,,,F,1610-1900,M,1810-1900,2,1,0
002B,A07,,RT,900-1020,2,1,0
,,,M,1810-1900,T,1910-2200,2,1,0
002B,A08,,RT,900-1020,2,1,0
,,,M,800-850,W,1310-1600,2,1,0
002B,A09,,RT,900-1020,2,1,0
,,,M,1710-1800,W,1610-1900,2,1,0
002B,A10,,RT,900-1020,2,1,0
,,,F,1310-1400,W,1910-2200,2,1,0
002B,A11,,RT,900-1020,2,1,0
,,,R,1910-2000,W,1910-2200,2,1,0
002B,A12,,RT,900-1020,2,1,0
,,,M,1710-1800,R,1310-1600,2,1,0
002B,A13,,RT,900-1020,2,1,0
,,,M,800-850,R,1310-1600,2,1,0
002B,A14,,RT,900-1020,2,1,0
,,,M,1810-1900,R,1610-1900,2,1,0
002B,A15,,RT,900-1020,2,1,0
,,,F,1310-1600,M,800-850,2,1,0
002B,A16,,RT,900-1020,2,1,0
,,,M,1610-1900,R,1910-2000,2,1,0
002B,A17,,RT,900-1020,2,1,0
,,,M,1910-2200,W,1810-1900,2,1,0
002B,A18,,RT,900-1020,2,1,0
,,,M,800-850,M,1610-1900,2,1,0
002B,A19,,RT,900-1020,2,1,0
,,,F,1610-1900,W,1610-1700,2,1,0
002B,A20,,RT,900-1020,2,1,0
,,,F,1410-1500,F,1610-1900,2,1,0
002B,A21,,RT,900-1020,2,1,0
,,,R,1910-2200,T,1610-1700,2,1,0
002B,B01,,FMW,900-950,2,1,0
,,,M,1310-1600,W,1710-1800,2,1,0
002B,B02,,FMW,900-950,2,1,0
,,,R,1810-1900,T,1310-1600,2,1,0
002B,B03,,FMW,900-950,2,1,0
,,,M,1810-1900,T,1610-1900,2,1,0
002B,B04,,FMW,900-950,2,1,0
,,,M,1910-2000,W,1310-1600,2,1,0
002B,B05,,FMW,900-950,2,1,0
,,,M,1000-1050,W,1610-1900,2,1,0
002B,B06,,FMW,900-950,2,1,0
,,,R,800-850,R,900-1150,2,1,0
002B,B07,,FMW,900-950,2,1,0
,,,F,1410-1500,R,900-1150,2,1,0
002B,B08,,FMW,900-950,2,1,0
,,,M,1910-2000,R,1310-1600,2,1,0
002B,B09,,FMW,900-950,2,1,0
,,,M,1910-2000,R,1910-2200,2,1,0
002B,B10,,FMW,900-950,2,1,0
,,,F,1610-1900,M,1910-2000,2,1,0
002B,B11,,FMW,900-950,2,1,0
,,,M,1610-1900,R,800-850,2,1,0
002B,B12,,FMW,900-950,2,1,0
,,,R,1910-2000,T,900-1150,2,1,0
002B,B13,,FMW,900-950,2,1,0
,,,T,900-1150,W,1910-2000,2,1,0
002B,B14,,FMW,900-950,2,1,0
,,,M,1310-1600,M,1710-1800,2,1,0
002B,B15,,FMW,900-950,2,1,0
,,,R,800-850,T,1910-2200,2,1,0
002B,B16,,FMW,900-950,2,1,0
,,,M,1810-1900,W,1310-1600,2,1,0
002B,B17,,FMW,900-950,2,1,0
,,,M,1810-1900,T,900-1150,2,1,0
002B,B18,,FMW,900-950,2,1,0
,,,T,1310-1600,W,1810-1900,2,1,0
002B,B19,,FMW,900-950,2,1,0
,,,F,1710-1800,T,1910-2200,2,1,0
002B,B20,,FMW,900-950,2,1,0
,,,F,1310-1600,F,1710-1800,2,1,0
002B,B21,,FMW,900-950,2,1,0
,,,F,1310-1600,M,1610-1700,2,1,0
002B,C01,,FMW,1000-1050,2,1,0
,,,T,800-850,W,1610-1900,2,1,0
002B,C02,,FMW,1000-1050,2,1,0
,,,M,800-850,W,1910-2200,2,1,0
002B,C03,,FMW,1000-1050,2,1,0
,,,M,800-850,R,900-1150,2,1,0
002B,C04,,FMW,1000-1050,2,1,0
,,,R,800-850,R,1610-1900,2,1,0
002B,C05,,FMW,1000-1050,2,1,0
,,,R,1310-1400,R,1910-2200,2,1,0
002B,C06,,FMW,1000-1050,2,1,0
,,,F,1610-1900,T,1410-1500,2,1,0
002B,C07,,FMW,1000-1050,2,1,0
,,,M,1610-1900,W,800-850,2,1,0
002B,C08,,FMW,1000-1050,2,1,0
,,,M,1910-2200,W,800-850,2,1,0
002B,C09,,FMW,1000-1050,2,1,0
,,,T,800-850,T,900-1150,2,1,0
002B,C10,,FMW,1000-1050,2,1,0
,,,T,800-850,T,1310-1600,2,1,0
002B,C11,,FMW,1000-1050,2,1,0
,,,T,1910-2200,W,1610-1700,2,1,0
002B,C12,,FMW,1000-1050,2,1,0
,,,M,800-850,W,1310-1600,2,1,0
002B,C13,,FMW,1000-1050,2,1,0
,,,M,1710-1800,W,1610-1900,2,1,0
002B,C14,,FMW,1000-1050,2,1,0
,,,R,1910-2000,W,1910-2200,2,1,0
002B,C15,,FMW,1000-1050,2,1,0
,,,R,800-850,T,1610-1900,2,1,0
002B,C16,,FMW,1000-1050,2,1,0
,,,M,1910-2000,R,900-1150,2,1,0
002B,C17,,FMW,1000-1050,2,1,0
,,,T,1410-1500,W,1310-1600,2,1,0
002B,C18,,FMW,1000-1050,2,1,0
,,,M,1610-1700,R,1610-1900,2,1,0
002B,C19,,FMW,1000-1050,2,1,0
,,,M,1710-1800,W,1610-1900,2,1,0
002B,C20,,FMW,1000-1050,2,1,0
,,,R,1910-2200,T,1710-1800,2,1,0
002B,C21,,FMW,1000-1050,2,1,0
,,,F,1310-1600,T,1910-2000,2,1,0
002B,D01,,FMW,1210-1300,2,1,0
,,,M,900-950,T,1610-1900,2,1,0
002B,D02,,FMW,1210-1300,2,1,0
,,,T,1910-2200,W,900-950,2,1,0
002B,D03,,FMW,1210-1300,2,1,0
,,,R,900-950,T,1610-1900,2,1,0
002B,D04,,FMW,1210-1300,2,1,0
,,,R,900-1150,T,800-850,2,1,0
002B,D05,,FMW,1210-1300,2,1,0
,,,F,800-850,T,1610-1900,2,1,0
002B,D06,,FMW,1210-1300,2,1,0
,,,F,1310-1400,W,1910-2200,2,1,0
002B,D07,,FMW,1210-1300,2,1,0
,,,F,1410-1500,R,1910-2200,2,1,0
002B,D08,,FMW,1210-1300,2,1,0
,,,R,1410-1500,R,1610-1900,2,1,0
002B,D09,,FMW,1210-1300,2,1,0
,,,R,1310-1600,T,1410-1500,2,1,0
002B,D10,,FMW,1210-1300,2,1,0
,,,M,800-850,R,1610-1900,2,1,0
002B,D11,,FMW,1210-1300,2,1,0
,,,F,1410-1500,R,1310-1600,2,1,0
002B,D12,,FMW,1210-1300,2,1,0
,,,M,1910-2200,T,1910-2000,2,1,0
002B,D13,,FMW,1210-1300,2,1,0
,,,T,800-850,T,900-1150,2,1,0
002B,D14,,FMW,1210-1300,2,1,0
,,,M,900-950,T,1301-1600,2,1,0
002B,D15,,FMW,1210-1300,2,1,0
,,,F,1410-1500,M,1310-1600,2,1,0
002B,D16,,FMW,1210-1300,2,1,0
,,,M,1310-1600,T,800-850,2,1,0
002B,D17,,FMW,1210-1300,2,1,0
,,,F,1310-1400,M,1910-2200,2,1,0
